meta_data1,meta_data2
"00187-trunc-0.75-c_no_angles_50,36-0,3-0,75-826,7000122070312.png",41
"00187-trunc-0.75-c_no_angles_50,48-0,4-0,75-771,2000122070312.png",52
"00187-trunc-0.75-c_no_angles_50,54-0,4-0,75-684,2999877929688.png",58
"00187-trunc-0.75-c_no_angles_50,69-0,4-0,75-732,7999877929688.png",55
"00187-trunc-0.75-c_no_angles_50,73-0,1-0,75-821,9000244140625.png",41
"00187-trunc-0.75-c_no_angles_50,76-0,2-0,75-781,0.png",44
"00187-trunc-0.75-c_no_angles_51,21-0,2-0,75-742,9000244140625.png",42
"00187-trunc-0.75-c_no_angles_51,58-0,4-0,75-633,2000122070312.png",42
"00187-trunc-0.75-c_no_angles_51,83-0,5-0,75-845,7000122070312.png",49
"00187-trunc-0.75-c_no_angles_52,31-0,3-0,75-583,9000244140625.png",48
"00187-trunc-0.75-c_no_angles_52,44-0,6-0,75-633,5999755859375.png",64
"00187-trunc-0.75-c_no_angles_52,63-0,2-0,75-757,4000244140625.png",47
"00187-trunc-0.75-c_no_angles_52,78-0,5-0,75-690,5.png",57
"00187-trunc-0.75-c_no_angles_52,87-0,2-0,75-659,9000244140625.png",52
"00187-trunc-0.75-c_no_angles_52,9-0,4-0,75-707,0999755859375.png",49
"00187-trunc-0.75-c_no_angles_52,93-0,5-0,75-548,0999755859375.png",56
"00187-trunc-0.75-c_no_angles_53,25-0,4-0,75-850,4000244140625.png",54
"00187-trunc-0.75-c_no_angles_53,53-0,4-0,75-626,2000122070312.png",56
"00187-trunc-0.75-c_no_angles_53,56-0,6-0,75-534,5999755859375.png",52
"00187-trunc-0.75-c_no_angles_53,74-0,4-0,75-433,29998779296875.png",48
"00187-trunc-0.75-c_no_angles_53,8-0,4-0,75-638,0999755859375.png",53
"00187-trunc-0.75-c_no_angles_53,88-0,4-0,75-539,7000122070312.png",55
"00187-trunc-0.75-c_no_angles_54,04-0,4-0,75-596,0999755859375.png",50
"00187-trunc-0.75-c_no_angles_54,57-0,4-0,75-530,4000244140625.png",51
"00187-trunc-0.75-c_no_angles_54,74-0,6-0,75-609,4000244140625.png",52
"00187-trunc-0.75-c_no_angles_54,95-0,4-0,75-704,5.png",53
"00187-trunc-0.75-c_no_angles_55,07-0,5-0,75-597,7999877929688.png",56
"00187-trunc-0.75-c_no_angles_55,5-0,7-0,75-770,7000122070312.png",58
"00187-trunc-0.75-c_no_angles_55,62-0,5-0,75-696,2999877929688.png",62
"00187-trunc-0.75-c_no_angles_56,24-0,5-0,75-847,0999755859375.png",60
"00187-trunc-0.75-c_no_angles_56,32-0,4-0,75-705,2000122070312.png",57
"00187-trunc-0.75-c_no_angles_56,36-0,4-0,75-614,5.png",53
"00187-trunc-0.75-c_no_angles_56,41-0,3-0,75-821,0.png",50
"00187-trunc-0.75-c_no_angles_56,47-0,4-0,75-797,0.png",53
"00187-trunc-0.75-c_no_angles_56,55-0,9-0,75-647,4000244140625.png",61
"00187-trunc-0.75-c_no_angles_56,96-0,7-0,75-746,9000244140625.png",68
"00187-trunc-0.75-c_no_angles_56,98-0,7-0,75-515,2000122070312.png",65
"00187-trunc-0.75-c_no_angles_57,04-0,5-0,75-430,70001220703125.png",69
"00187-trunc-0.75-c_no_angles_57,1-0,5-0,75-652,7000122070312.png",56
"00187-trunc-0.75-c_no_angles_57,15-0,5-0,75-602,7000122070312.png",59
"00187-trunc-0.75-c_no_angles_57,42-0,6-0,75-774,7000122070312.png",63
"00187-trunc-0.75-c_no_angles_57,85-0,5-0,75-551,0.png",58
"00187-trunc-0.75-c_no_angles_58,01-0,4-0,75-441,1000061035156.png",56
"00187-trunc-0.75-c_no_angles_58,12-0,6-0,75-610,2999877929688.png",60
"00187-trunc-0.75-c_no_angles_58,14-0,5-0,75-509,0.png",52
"00187-trunc-0.75-c_no_angles_58,43-0,4-0,75-450,6000061035156.png",51
"00187-trunc-0.75-c_no_angles_58,56-0,7-0,75-706,4000244140625.png",73
"00187-trunc-0.75-c_no_angles_59,11-0,5-0,75-729,0999755859375.png",58
"00187-trunc-0.75-c_no_angles_59,28-0,7-0,75-537,4000244140625.png",61
"00187-trunc-0.75-c_no_angles_59,28-0,8-0,75-792,4000244140625.png",61
"00187-trunc-0.75-c_no_angles_59,45-0,6-0,75-569,5999755859375.png",63
"00187-trunc-0.75-c_no_angles_59,77-0,5-0,75-668,0.png",60
"00187-trunc-0.75-c_no_angles_59,84-0,7-0,75-834,0999755859375.png",63
"00187-trunc-0.75-c_no_angles_6,22--0,9-0,75-727,5.png",5
"00187-trunc-0.75-c_no_angles_6,57--0,9-0,75-769,2999877929688.png",7
"00187-trunc-0.75-c_no_angles_6,96--0,9-0,75-544,7999877929688.png",2
"00187-trunc-0.75-c_no_angles_60,0-0,4-0,75-672,5999755859375.png",58
"00187-trunc-0.75-c_no_angles_60,09-0,5-0,75-641,0.png",62
"00187-trunc-0.75-c_no_angles_60,42-0,5-0,75-455,0.png",56
"00187-trunc-0.75-c_no_angles_60,51-0,3-0,75-659,2000122070312.png",55
"00187-trunc-0.75-c_no_angles_60,57-0,5-0,75-809,5999755859375.png",59
"00187-trunc-0.75-c_no_angles_60,71-0,6-0,75-688,0.png",61
"00187-trunc-0.75-c_no_angles_60,82-0,5-0,75-663,0.png",50
"00187-trunc-0.75-c_no_angles_61,11-0,5-0,75-678,5.png",61
"00187-trunc-0.75-c_no_angles_61,37-0,6-0,75-623,2000122070312.png",60
"00187-trunc-0.75-c_no_angles_61,45-0,6-0,75-662,0.png",58
"00187-trunc-0.75-c_no_angles_61,66-0,4-0,75-621,4000244140625.png",56
"00187-trunc-0.75-c_no_angles_61,93-0,5-0,75-727,4000244140625.png",48
"00187-trunc-0.75-c_no_angles_62,13-0,6-0,75-846,5.png",61
"00187-trunc-0.75-c_no_angles_62,2-0,9-0,75-551,2999877929688.png",74
"00187-trunc-0.75-c_no_angles_62,25-0,5-0,75-695,0.png",59
"00187-trunc-0.75-c_no_angles_62,56-0,5-0,75-705,5999755859375.png",54
"00187-trunc-0.75-c_no_angles_62,72-0,7-0,75-628,7999877929688.png",63
"00187-trunc-0.75-c_no_angles_62,81-0,4-0,75-652,0.png",56
"00187-trunc-0.75-c_no_angles_62,9-0,7-0,75-634,4000244140625.png",61
"00187-trunc-0.75-c_no_angles_62,97-0,6-0,75-785,2999877929688.png",58
"00187-trunc-0.75-c_no_angles_63,1-0,8-0,75-572,0.png",66
"00187-trunc-0.75-c_no_angles_63,34-0,6-0,75-793,5.png",61
"00187-trunc-0.75-c_no_angles_63,49-0,7-0,75-713,7999877929688.png",66
"00187-trunc-0.75-c_no_angles_63,55-0,6-0,75-756,5999755859375.png",62
"00187-trunc-0.75-c_no_angles_63,56-0,6-0,75-734,7999877929688.png",60
"00187-trunc-0.75-c_no_angles_64,49-0,8-0,75-795,5999755859375.png",65
"00187-trunc-0.75-c_no_angles_64,49-0,9-0,75-695,5999755859375.png",73
"00187-trunc-0.75-c_no_angles_64,51-0,4-0,75-513,9000244140625.png",54
"00187-trunc-0.75-c_no_angles_64,91-0,8-0,75-515,5999755859375.png",69
"00187-trunc-0.75-c_no_angles_64,99-0,9-0,75-713,4000244140625.png",76
"00187-trunc-0.75-c_no_angles_65,05-0,5-0,75-616,5999755859375.png",54
"00187-trunc-0.75-c_no_angles_65,27-0,8-0,75-605,5999755859375.png",59
"00187-trunc-0.75-c_no_angles_65,28-0,8-0,75-797,2999877929688.png",67
"00187-trunc-0.75-c_no_angles_65,48-0,7-0,75-674,5.png",67
"00187-trunc-0.75-c_no_angles_65,51-0,5-0,75-486,1000061035156.png",54
"00187-trunc-0.75-c_no_angles_65,51-0,7-0,75-407,8999938964844.png",64
"00187-trunc-0.75-c_no_angles_66,11-0,8-0,75-456,6000061035156.png",68
"00187-trunc-0.75-c_no_angles_66,12-0,7-0,75-650,5999755859375.png",72
"00187-trunc-0.75-c_no_angles_66,46-0,7-0,75-562,9000244140625.png",67
"00187-trunc-0.75-c_no_angles_66,47-0,6-0,75-563,2000122070312.png",56
"00187-trunc-0.75-c_no_angles_67,3-1,0-0,75-546,7999877929688.png",73
"00187-trunc-0.75-c_no_angles_67,43-0,7-0,75-611,5.png",63
"00187-trunc-0.75-c_no_angles_67,73-0,7-0,75-734,5999755859375.png",65
"00187-trunc-0.75-c_no_angles_67,88-0,9-0,75-522,7000122070312.png",75
"00187-trunc-0.75-c_no_angles_68,0-0,6-0,75-806,2999877929688.png",62
"00187-trunc-0.75-c_no_angles_68,45-0,8-0,75-565,4000244140625.png",75
"00187-trunc-0.75-c_no_angles_68,52-0,7-0,75-522,5999755859375.png",60
"00187-trunc-0.75-c_no_angles_68,92-0,8-0,75-833,7000122070312.png",63
"00187-trunc-0.75-c_no_angles_69,02-0,6-0,75-687,4000244140625.png",63
"00187-trunc-0.75-c_no_angles_69,07-0,7-0,75-844,5999755859375.png",60
"00187-trunc-0.75-c_no_angles_69,28-0,8-0,75-639,5999755859375.png",59
"00187-trunc-0.75-c_no_angles_69,39-0,8-0,75-585,2000122070312.png",70
"00187-trunc-0.75-c_no_angles_69,46-0,9-0,75-587,4000244140625.png",74
"00187-trunc-0.75-c_no_angles_69,6-0,8-0,75-757,0.png",72
"00187-trunc-0.75-c_no_angles_69,78-1,0-0,75-668,7000122070312.png",74
"00187-trunc-0.75-c_no_angles_69,94-0,8-0,75-581,2999877929688.png",69
"00187-trunc-0.75-c_no_angles_7,22--0,9-0,75-541,5.png",3
"00187-trunc-0.75-c_no_angles_7,42--0,8-0,75-951,9000244140625.png",6
"00187-trunc-0.75-c_no_angles_7,47--0,9-0,75-797,4000244140625.png",4
"00187-trunc-0.75-c_no_angles_7,61--0,9-0,75-470,70001220703125.png",4
"00187-trunc-0.75-c_no_angles_7,84--0,9-0,75-848,4000244140625.png",3
"00187-trunc-0.75-c_no_angles_7,91--0,9-0,75-633,9000244140625.png",6
"00187-trunc-0.75-c_no_angles_70,38-0,8-0,75-534,2999877929688.png",73
"00187-trunc-0.75-c_no_angles_70,41-0,8-0,75-447,5.png",71
"00187-trunc-0.75-c_no_angles_70,56-0,7-0,75-820,7999877929688.png",66
"00187-trunc-0.75-c_no_angles_70,64-1,0-0,75-609,5999755859375.png",68
"00187-trunc-0.75-c_no_angles_70,65-1,0-0,75-541,4000244140625.png",81
"00187-trunc-0.75-c_no_angles_70,78-0,7-0,75-641,0.png",69
"00187-trunc-0.75-c_no_angles_71,33-0,8-0,75-665,5999755859375.png",76
"00187-trunc-0.75-c_no_angles_71,43-0,8-0,75-736,5999755859375.png",67
"00187-trunc-0.75-c_no_angles_71,91-1,0-0,75-734,5.png",79
"00187-trunc-0.75-c_no_angles_72,04-1,0-0,75-647,7000122070312.png",74
"00187-trunc-0.75-c_no_angles_72,18-0,9-0,75-704,5.png",78
"00187-trunc-0.75-c_no_angles_72,57-1,0-0,75-513,0.png",70
"00187-trunc-0.75-c_no_angles_72,7-1,0-0,75-846,5.png",76
"00187-trunc-0.75-c_no_angles_72,81-0,9-0,75-658,0999755859375.png",70
"00187-trunc-0.75-c_no_angles_72,84-0,8-0,75-585,2999877929688.png",70
"00187-trunc-0.75-c_no_angles_73,01-0,7-0,75-849,4000244140625.png",63
"00187-trunc-0.75-c_no_angles_73,46-0,8-0,75-576,2999877929688.png",68
"00187-trunc-0.75-c_no_angles_73,66-0,9-0,75-551,5999755859375.png",79
"00187-trunc-0.75-c_no_angles_73,68-0,9-0,75-467,6000061035156.png",80
"00187-trunc-0.75-c_no_angles_73,7-1,0-0,75-459,79998779296875.png",74
"00187-trunc-0.75-c_no_angles_73,75-0,8-0,75-627,7000122070312.png",69
"00187-trunc-0.75-c_no_angles_73,81-0,7-0,75-622,5999755859375.png",62
"00187-trunc-0.75-c_no_angles_74,51-1,0-0,75-730,4000244140625.png",74
"00187-trunc-0.75-c_no_angles_74,81-1,0-0,75-876,0.png",80
"00187-trunc-0.75-c_no_angles_74,87-0,7-0,75-616,0999755859375.png",69
"00187-trunc-0.75-c_no_angles_75,17-0,9-0,75-469,3999938964844.png",76
"00187-trunc-0.75-c_no_angles_75,57-0,9-0,75-758,0999755859375.png",72
"00187-trunc-0.75-c_no_angles_75,62-0,7-0,75-514,0999755859375.png",61
"00187-trunc-0.75-c_no_angles_75,68-0,7-0,75-668,9000244140625.png",62
"00187-trunc-0.75-c_no_angles_75,94-0,9-0,75-709,9000244140625.png",79
"00187-trunc-0.75-c_no_angles_8,07--0,8-0,75-682,0999755859375.png",9
"00187-trunc-0.75-c_no_angles_8,37--0,8-0,75-608,9000244140625.png",3
"00187-trunc-0.75-c_no_angles_8,98--0,8-0,75-823,2000122070312.png",4
"00187-trunc-0.75-c_no_angles_9,11--0,4-0,75-591,5.png",17
"00187-trunc-0.75-c_no_angles_9,23--0,9-0,75-845,2999877929688.png",3
"00187-trunc-0.75-c_no_angles_9,34--0,8-0,75-559,9000244140625.png",7
"00187-trunc-0.75-c_no_angles_9,76--0,6-0,75-575,2999877929688.png",11
"00187-trunc-0.75_fancy_age_0-10,6-0,75.png",9
"00187-trunc-0.75_fancy_age_0-11,6-0,75.png",12
"00187-trunc-0.75_fancy_age_0-12,4-0,75.png",10
"00187-trunc-0.75_fancy_age_0-14,4-0,75.png",9
"00187-trunc-0.75_fancy_age_0-18,1-0,75.png",16
"00187-trunc-0.75_fancy_age_0-24,7-0,75.png",27
"00187-trunc-0.75_fancy_age_0-3,9-0,75.png",3
"00187-trunc-0.75_fancy_age_0-4,7-0,75.png",5
"00187-trunc-0.75_fancy_age_0-4,9-0,75.png",4
"00187-trunc-0.75_fancy_age_0-5,6-0,75.png",8
"00187-trunc-0.75_fancy_age_0-5,7-0,75.png",5
"00187-trunc-0.75_fancy_age_0-6,0-0,75.png",6
"00187-trunc-0.75_fancy_age_0-6,1-0,75.png",5
"00187-trunc-0.75_fancy_age_0-6,2-0,75.png",6
"00187-trunc-0.75_fancy_age_0-6,5-0,75.png",8
"00187-trunc-0.75_fancy_age_0-7,4-0,75.png",11
"00187-trunc-0.75_fancy_age_0-9,3-0,75.png",10
"00187-trunc-0.75_fancy_age_0-9,5-0,75.png",10
"00187-trunc-0.75_fancy_age_10-11,0-0,75.png",9
"00187-trunc-0.75_fancy_age_10-12,6-0,75.png",14
"00187-trunc-0.75_fancy_age_10-13,2-0,75.png",15
"00187-trunc-0.75_fancy_age_10-16,3-0,75.png",14
"00187-trunc-0.75_fancy_age_10-16,5-0,75.png",18
"00187-trunc-0.75_fancy_age_10-16,6-0,75.png",19
"00187-trunc-0.75_fancy_age_10-16,8-0,75.png",12
"00187-trunc-0.75_fancy_age_10-18,6-0,75.png",13
"00187-trunc-0.75_fancy_age_10-20,6-0,75.png",18
"00187-trunc-0.75_fancy_age_10-20,8-0,75.png",18
"00187-trunc-0.75_fancy_age_10-20,9-0,75.png",22
"00187-trunc-0.75_fancy_age_10-21,5-0,75.png",28
"00187-trunc-0.75_fancy_age_10-22,2-0,75.png",13
"00187-trunc-0.75_fancy_age_10-23,4-0,75.png",19
"00187-trunc-0.75_fancy_age_10-24,2-0,75.png",20
"00187-trunc-0.75_fancy_age_10-24,3-0,75.png",27
"00187-trunc-0.75_fancy_age_10-25,2-0,75.png",20
"00187-trunc-0.75_fancy_age_10-5,5-0,75.png",10
"00187-trunc-0.75_fancy_age_10-9,7-0,75.png",13
"00187-trunc-0.75_fancy_age_15-11,8-0,75.png",15
"00187-trunc-0.75_fancy_age_15-12,0-0,75.png",13
"00187-trunc-0.75_fancy_age_15-13,3-0,75.png",16
"00187-trunc-0.75_fancy_age_15-16,6-0,75.png",17
"00187-trunc-0.75_fancy_age_15-18,9-0,75.png",10
"00187-trunc-0.75_fancy_age_15-19,8-0,75.png",19
"00187-trunc-0.75_fancy_age_15-20,8-0,75.png",16
"00187-trunc-0.75_fancy_age_15-22,0-0,75.png",21
"00187-trunc-0.75_fancy_age_15-22,9-0,75.png",26
"00187-trunc-0.75_fancy_age_15-23,9-0,75.png",19
"00187-trunc-0.75_fancy_age_15-24,7-0,75.png",25
"00187-trunc-0.75_fancy_age_15-25,2-0,75.png",21
"00187-trunc-0.75_fancy_age_15-25,3-0,75.png",22
"00187-trunc-0.75_fancy_age_15-27,5-0,75.png",23
"00187-trunc-0.75_fancy_age_15-27,8-0,75.png",29
"00187-trunc-0.75_fancy_age_15-27,9-0,75.png",30
"00187-trunc-0.75_fancy_age_15-28,4-0,75.png",27
"00187-trunc-0.75_fancy_age_15-28,5-0,75.png",26
"00187-trunc-0.75_fancy_age_15-29,2-0,75.png",25
"00187-trunc-0.75_fancy_age_15-8,4-0,75.png",10
"00187-trunc-0.75_fancy_age_20-20,3-0,75.png",21
"00187-trunc-0.75_fancy_age_20-22,0-0,75.png",21
"00187-trunc-0.75_fancy_age_20-22,7-0,75.png",25
"00187-trunc-0.75_fancy_age_20-23,0-0,75.png",24
"00187-trunc-0.75_fancy_age_20-24,0-0,75.png",17
"00187-trunc-0.75_fancy_age_20-24,5-0,75.png",22
"00187-trunc-0.75_fancy_age_20-25,0-0,75.png",34
"00187-trunc-0.75_fancy_age_20-25,2-0,75.png",22
"00187-trunc-0.75_fancy_age_20-26,6-0,75.png",29
"00187-trunc-0.75_fancy_age_20-26,7-0,75.png",29
"00187-trunc-0.75_fancy_age_20-27,5-0,75.png",24
"00187-trunc-0.75_fancy_age_20-28,0-0,75.png",19
"00187-trunc-0.75_fancy_age_20-30,3-0,75.png",35
"00187-trunc-0.75_fancy_age_20-30,8-0,75.png",29
"00187-trunc-0.75_fancy_age_20-31,3-0,75.png",31
"00187-trunc-0.75_fancy_age_20-33,5-0,75.png",34
"00187-trunc-0.75_fancy_age_20-34,9-0,75.png",33
"00187-trunc-0.75_fancy_age_20-9,3-0,75.png",17
"00187-trunc-0.75_fancy_age_20-9,5-0,75.png",14
"00187-trunc-0.75_fancy_age_25-23,3-0,75.png",33
"00187-trunc-0.75_fancy_age_25-23,7-0,75.png",24
"00187-trunc-0.75_fancy_age_25-24,5-0,75.png",23
"00187-trunc-0.75_fancy_age_25-24,6-0,75.png",24
"00187-trunc-0.75_fancy_age_25-24,9-0,75.png",28
"00187-trunc-0.75_fancy_age_25-25,1-0,75.png",21
"00187-trunc-0.75_fancy_age_25-25,5-0,75.png",23
"00187-trunc-0.75_fancy_age_25-26,8-0,75.png",23
"00187-trunc-0.75_fancy_age_25-27,0-0,75.png",29
"00187-trunc-0.75_fancy_age_25-27,2-0,75.png",28
"00187-trunc-0.75_fancy_age_25-27,7-0,75.png",37
"00187-trunc-0.75_fancy_age_25-27,8-0,75.png",31
"00187-trunc-0.75_fancy_age_25-28,2-0,75.png",33
"00187-trunc-0.75_fancy_age_25-28,7-0,75.png",33
"00187-trunc-0.75_fancy_age_25-29,3-0,75.png",28
"00187-trunc-0.75_fancy_age_25-29,7-0,75.png",32
"00187-trunc-0.75_fancy_age_25-31,7-0,75.png",35
"00187-trunc-0.75_fancy_age_30-21,2-0,75.png",22
"00187-trunc-0.75_fancy_age_30-23,4-0,75.png",28
"00187-trunc-0.75_fancy_age_30-24,3-0,75.png",24
"00187-trunc-0.75_fancy_age_30-25,6-0,75.png",30
"00187-trunc-0.75_fancy_age_30-25,9-0,75.png",30
"00187-trunc-0.75_fancy_age_30-26,9-0,75.png",29
"00187-trunc-0.75_fancy_age_30-27,7-0,75.png",25
"00187-trunc-0.75_fancy_age_30-28,1-0,75.png",31
"00187-trunc-0.75_fancy_age_30-28,8-0,75.png",27
"00187-trunc-0.75_fancy_age_30-29,0-0,75.png",31
"00187-trunc-0.75_fancy_age_30-29,3-0,75.png",33
"00187-trunc-0.75_fancy_age_30-30,1-0,75.png",31
"00187-trunc-0.75_fancy_age_30-30,2-0,75.png",30
"00187-trunc-0.75_fancy_age_30-30,8-0,75.png",43
"00187-trunc-0.75_fancy_age_30-31,7-0,75.png",33
"00187-trunc-0.75_fancy_age_30-32,0-0,75.png",26
"00187-trunc-0.75_fancy_age_30-33,2-0,75.png",38
"00187-trunc-0.75_fancy_age_30-33,5-0,75.png",24
"00187-trunc-0.75_fancy_age_30-34,0-0,75.png",34
"00187-trunc-0.75_fancy_age_30-34,4-0,75.png",34
"00187-trunc-0.75_fancy_age_35-26,1-0,75.png",23
"00187-trunc-0.75_fancy_age_35-26,8-0,75.png",24
"00187-trunc-0.75_fancy_age_35-28,6-0,75.png",38
"00187-trunc-0.75_fancy_age_35-29,2-0,75.png",33
"00187-trunc-0.75_fancy_age_35-29,5-0,75.png",32
"00187-trunc-0.75_fancy_age_35-30,2-0,75.png",33
"00187-trunc-0.75_fancy_age_35-30,8-0,75.png",30
"00187-trunc-0.75_fancy_age_35-31,2-0,75.png",31
"00187-trunc-0.75_fancy_age_35-32,3-0,75.png",33
"00187-trunc-0.75_fancy_age_35-33,9-0,75.png",32
"00187-trunc-0.75_fancy_age_35-35,2-0,75.png",39
"00187-trunc-0.75_fancy_age_35-35,6-0,75.png",35
"00187-trunc-0.75_fancy_age_35-36,5-0,75.png",33
"00187-trunc-0.75_fancy_age_35-37,5-0,75.png",43
"00187-trunc-0.75_fancy_age_35-37,8-0,75.png",36
"00187-trunc-0.75_fancy_age_35-39,4-0,75.png",36
"00187-trunc-0.75_fancy_age_35-39,7-0,75.png",42
"00187-trunc-0.75_fancy_age_35-40,1-0,75.png",36
"00187-trunc-0.75_fancy_age_35-43,5-0,75.png",47
"00187-trunc-0.75_fancy_age_40-29,1-0,75.png",30
"00187-trunc-0.75_fancy_age_40-30,8-0,75.png",40
"00187-trunc-0.75_fancy_age_40-31,1-0,75.png",37
"00187-trunc-0.75_fancy_age_40-31,2-0,75.png",36
"00187-trunc-0.75_fancy_age_40-32,8-0,75.png",34
"00187-trunc-0.75_fancy_age_40-33,0-0,75.png",40
"00187-trunc-0.75_fancy_age_40-34,1-0,75.png",38
"00187-trunc-0.75_fancy_age_40-34,8-0,75.png",45
"00187-trunc-0.75_fancy_age_40-35,1-0,75.png",37
"00187-trunc-0.75_fancy_age_40-35,9-0,75.png",34
"00187-trunc-0.75_fancy_age_40-37,0-0,75.png",33
"00187-trunc-0.75_fancy_age_40-39,0-0,75.png",33
"00187-trunc-0.75_fancy_age_40-39,2-0,75.png",43
"00187-trunc-0.75_fancy_age_40-39,6-0,75.png",45
"00187-trunc-0.75_fancy_age_40-40,1-0,75.png",33
"00187-trunc-0.75_fancy_age_40-40,3-0,75.png",42
"00187-trunc-0.75_fancy_age_40-40,7-0,75.png",37
"00187-trunc-0.75_fancy_age_40-41,3-0,75.png",48
"00187-trunc-0.75_fancy_age_40-43,0-0,75.png",43
"00187-trunc-0.75_fancy_age_40-47,6-0,75.png",47
"00187-trunc-0.75_fancy_age_45-28,6-0,75.png",29
"00187-trunc-0.75_fancy_age_45-30,0-0,75.png",31
"00187-trunc-0.75_fancy_age_45-31,5-0,75.png",30
"00187-trunc-0.75_fancy_age_45-33,6-0,75.png",32
"00187-trunc-0.75_fancy_age_45-34,4-0,75.png",37
"00187-trunc-0.75_fancy_age_45-34,8-0,75.png",34
"00187-trunc-0.75_fancy_age_45-35,5-0,75.png",35
"00187-trunc-0.75_fancy_age_45-36,6-0,75.png",39
"00187-trunc-0.75_fancy_age_45-37,7-0,75.png",37
"00187-trunc-0.75_fancy_age_45-39,3-0,75.png",35
"00187-trunc-0.75_fancy_age_45-41,0-0,75.png",46
"00187-trunc-0.75_fancy_age_45-41,9-0,75.png",37
"00187-trunc-0.75_fancy_age_45-44,5-0,75.png",46
"00187-trunc-0.75_fancy_age_45-44,9-0,75.png",46
"00187-trunc-0.75_fancy_age_45-45,6-0,75.png",46
"00187-trunc-0.75_fancy_age_45-46,4-0,75.png",47
"00187-trunc-0.75_fancy_age_45-49,7-0,75.png",56
"00187-trunc-0.75_fancy_age_5-11,1-0,75.png",6
"00187-trunc-0.75_fancy_age_5-12,0-0,75.png",10
"00187-trunc-0.75_fancy_age_5-14,3-0,75.png",15
"00187-trunc-0.75_fancy_age_5-15,9-0,75.png",14
"00187-trunc-0.75_fancy_age_5-17,6-0,75.png",16
"00187-trunc-0.75_fancy_age_5-20,5-0,75.png",17
"00187-trunc-0.75_fancy_age_5-23,5-0,75.png",26
"00187-trunc-0.75_fancy_age_5-23,9-0,75.png",28
"00187-trunc-0.75_fancy_age_5-25,3-0,75.png",21
"00187-trunc-0.75_fancy_age_5-28,7-0,75.png",20
"00187-trunc-0.75_fancy_age_5-3,9-0,75.png",4
"00187-trunc-0.75_fancy_age_5-4,2-0,75.png",7
"00187-trunc-0.75_fancy_age_5-5,0-0,75.png",4
"00187-trunc-0.75_fancy_age_5-5,8-0,75.png",6
"00187-trunc-0.75_fancy_age_5-5,9-0,75.png",7
"00187-trunc-0.75_fancy_age_5-6,4-0,75.png",6
"00187-trunc-0.75_fancy_age_5-8,2-0,75.png",10
"00187-trunc-0.75_fancy_age_5-8,7-0,75.png",8
"00187-trunc-0.75_fancy_age_5-9,4-0,75.png",11
"00187-trunc-0.75_fancy_age_5-9,5-0,75.png",11
"00187-trunc-0.75_fancy_age_50-37,3-0,75.png",41
"00187-trunc-0.75_fancy_age_50-39,6-0,75.png",36
"00187-trunc-0.75_fancy_age_50-41,2-0,75.png",43
"00187-trunc-0.75_fancy_age_50-42,8-0,75.png",43
"00187-trunc-0.75_fancy_age_50-42,9-0,75.png",48
"00187-trunc-0.75_fancy_age_50-43,1-0,75.png",40
"00187-trunc-0.75_fancy_age_50-43,9-0,75.png",43
"00187-trunc-0.75_fancy_age_50-44,0-0,75.png",40
"00187-trunc-0.75_fancy_age_50-46,0-0,75.png",41
"00187-trunc-0.75_fancy_age_50-46,2-0,75.png",41
"00187-trunc-0.75_fancy_age_50-46,7-0,75.png",49
"00187-trunc-0.75_fancy_age_50-48,5-0,75.png",46
"00187-trunc-0.75_fancy_age_50-49,3-0,75.png",50
"00187-trunc-0.75_fancy_age_50-50,6-0,75.png",45
"00187-trunc-0.75_fancy_age_50-50,7-0,75.png",50
"00187-trunc-0.75_fancy_age_50-51,0-0,75.png",47
"00187-trunc-0.75_fancy_age_50-51,6-0,75.png",56
"00187-trunc-0.75_fancy_age_50-53,7-0,75.png",58
"00187-trunc-0.75_fancy_age_50-55,1-0,75.png",54
"00187-trunc-0.75_fancy_age_50-55,5-0,75.png",57
"00187-trunc-0.75_fancy_age_55-43,9-0,75.png",42
"00187-trunc-0.75_fancy_age_55-44,8-0,75.png",42
"00187-trunc-0.75_fancy_age_55-45,0-0,75.png",48
"00187-trunc-0.75_fancy_age_55-45,3-0,75.png",47
"00187-trunc-0.75_fancy_age_55-46,3-0,75.png",42
"00187-trunc-0.75_fancy_age_55-46,9-0,75.png",44
"00187-trunc-0.75_fancy_age_55-47,2-0,75.png",46
"00187-trunc-0.75_fancy_age_55-47,7-0,75.png",50
"00187-trunc-0.75_fancy_age_55-47,8-0,75.png",50
"00187-trunc-0.75_fancy_age_55-48,7-0,75.png",51
"00187-trunc-0.75_fancy_age_55-49,2-0,75.png",50
"00187-trunc-0.75_fancy_age_55-49,3-0,75.png",46
"00187-trunc-0.75_fancy_age_55-49,9-0,75.png",46
"00187-trunc-0.75_fancy_age_55-50,1-0,75.png",54
"00187-trunc-0.75_fancy_age_55-50,4-0,75.png",54
"00187-trunc-0.75_fancy_age_55-51,1-0,75.png",52
"00187-trunc-0.75_fancy_age_55-51,3-0,75.png",44
"00187-trunc-0.75_fancy_age_55-53,4-0,75.png",52
"00187-trunc-0.75_fancy_age_55-54,7-0,75.png",61
"00187-trunc-0.75_fancy_age_60-43,0-0,75.png",51
"00187-trunc-0.75_fancy_age_60-45,6-0,75.png",44
"00187-trunc-0.75_fancy_age_60-46,8-0,75.png",50
"00187-trunc-0.75_fancy_age_60-47,7-0,75.png",48
